resource_id,course_or_certification_title,course_or_certification_description,recommended_experience,schedule,level,estimated_duration,skills_youll_gain,skill_ids,category_id,category_name,offered_by_provider,provider_type,provider_trust_score_auto,resource_type,language,delivery_mode,cost_type,status,notes,external_course_or_certification_link,mapped_skill_names,skill_id_mapping_status,skill_id_mapping_notes
LR-277,Career Readiness Course: Clinical Documentation,"Prototype curated learning resource for Clinical Documentation. Covers Clinical Documentation, Patient Assessment Support, Medical Terminology and supports Kareerly skill-gap recommendations for Medical and Clinical Professionals. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Clinical Documentation; Patient Assessment Support; Medical Terminology,SK058;SK056;SK057,K06,"Healthcare, Caregiving, and Wellness",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Clinical Documentation; Patient Assessment Support; Medical Terminology,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-278,Certificate Pathway: Construction Safety,"Prototype curated learning resource for Construction Safety. Covers Construction Safety, Masonry, Carpentry and supports Kareerly skill-gap recommendations for Construction and Building Trades. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Construction Safety; Masonry; Carpentry,SK070;SK071;SK072,K07,"Engineering, Construction, and Skilled Trades",TESDA,Government,95,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://e-tesda.gov.ph/,Construction Safety; Masonry; Carpentry,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-279,Foundations Course: Guest Relations,"Prototype curated learning resource for Guest Relations. Covers Guest Relations, Front Desk Support, Housekeeping and supports Kareerly skill-gap recommendations for Hospitality and Accommodation. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Guest Relations; Front Desk Support; Housekeeping,SK080;SK078;SK079,K08,"Hospitality, Tourism, Food, and Personal Services",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Guest+Relations,Guest Relations; Front Desk Support; Housekeeping,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-280,Practical Skills Certificate: Packaging,"Prototype curated learning resource for Packaging. Covers Packaging, Assembly Work, Quality Inspection and supports Kareerly skill-gap recommendations for Assembly and Production Support. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,Packaging; Assembly Work; Quality Inspection,SK093;SK092;SK094,K09,"Logistics, Manufacturing, and Operations",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Packaging,Packaging; Assembly Work; Quality Inspection,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-281,Career Readiness Course: Pest Management,"Prototype curated learning resource for Pest Management. Covers Pest Management, Crop Production, Horticulture and supports Kareerly skill-gap recommendations for Crop and Horticulture. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Pest Management; Crop Production; Horticulture,SK102;SK100;SK101,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Pest Management; Crop Production; Horticulture,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-282,Certificate Pathway: Legal Research Support,"Prototype curated learning resource for Legal Research Support. Covers Legal Research Support, Legal Documentation, Contract Review Support and supports Kareerly skill-gap recommendations for Legal Services. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,Legal Research Support; Legal Documentation; Contract Review Support,SK115;SK114;SK116,K11,"Public Service, Legal, and Protective Services",UPOU MODeL,University,92,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://model.upou.edu.ph/,Legal Research Support; Legal Documentation; Contract Review Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-283,Foundations Course: Python (computer programming),"Prototype curated learning resource for Python (computer programming). Covers Python (computer programming), Python Programming, JavaScript Programming and supports Kareerly skill-gap recommendations for Software and Applications. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Python (computer programming); Python Programming; JavaScript Programming,SK134;SK001;SK002,K01,"Technology, Data, and Digital Systems",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Python+%28computer+programming%29,Python (computer programming); Python Programming; JavaScript Programming,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-284,Practical Skills Certificate: Maintain administrative records in the veterinary office,"Prototype curated learning resource for Maintain administrative records in the veterinary office. Covers Maintain administrative records in the veterinary office, Office Administration, Document Management and supports Kareerly skill-gap recommendations for Office Administration and Clerical Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,Maintain administrative records in the veterinary office; Office Administration; Document Management,SK205;SK015;SK016,K02,"Business, Finance, and Office Administration",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Maintain+administrative+records+in+the+veterinary+office,Maintain administrative records in the veterinary office; Office Administration; Document Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-285,Career Readiness Course: Plan event marketing for promotional campaigns,"Prototype curated learning resource for Plan event marketing for promotional campaigns. Covers Plan event marketing for promotional campaigns, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,4–6 weeks,Plan event marketing for promotional campaigns; Digital Marketing; Social Media Management,SK269;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Plan+event+marketing+for+promotional+campaigns,Plan event marketing for promotional campaigns; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-286,Certificate Pathway: Develop artistic educational activities,"Prototype curated learning resource for Develop artistic educational activities. Covers Develop artistic educational activities, Creative Concept Development, Photography and supports Kareerly skill-gap recommendations for Creative and Performing Arts. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Develop artistic educational activities; Creative Concept Development; Photography,SK320;SK037;SK038,K04,"Creative, Media, and Communications",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Develop+artistic+educational+activities,Develop artistic educational activities; Creative Concept Development; Photography,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-287,Foundations Course: Counselling Support,"Prototype curated learning resource for Counselling Support. Covers Counselling Support, Community Engagement, Case Documentation and supports Kareerly skill-gap recommendations for Social, Religious, and Community Work. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,Counselling Support; Community Engagement; Case Documentation,SK053;SK051;SK052,K05,"Education, Training, and Community Services",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Counselling+Support,Counselling Support; Community Engagement; Case Documentation,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-288,Practical Skills Certificate: Caregiving,"Prototype curated learning resource for Caregiving. Covers Caregiving, Elderly Care, Basic Life Support and supports Kareerly skill-gap recommendations for Nursing, Midwifery, and Caregiving. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 weeks,Caregiving; Elderly Care; Basic Life Support,SK059;SK060;SK061,K06,"Healthcare, Caregiving, and Wellness",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Caregiving,Caregiving; Elderly Care; Basic Life Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-289,Career Readiness Course: Carpentry,"Prototype curated learning resource for Carpentry. Covers Carpentry, Construction Safety, Masonry and supports Kareerly skill-gap recommendations for Construction and Building Trades. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Carpentry; Construction Safety; Masonry,SK072;SK070;SK071,K07,"Engineering, Construction, and Skilled Trades",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Carpentry; Construction Safety; Masonry,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-290,Certificate Pathway: Event Coordination,"Prototype curated learning resource for Event Coordination. Covers Event Coordination, Tourism Assistance, Reservation Management and supports Kareerly skill-gap recommendations for Travel, Tourism, and Events. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Event Coordination; Tourism Assistance; Reservation Management,SK082;SK081;SK083,K08,"Hospitality, Tourism, Food, and Personal Services",TESDA,Government,95,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://e-tesda.gov.ph/,Event Coordination; Tourism Assistance; Reservation Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-291,Foundations Course: Quality Inspection,"Prototype curated learning resource for Quality Inspection. Covers Quality Inspection, Assembly Work, Packaging and supports Kareerly skill-gap recommendations for Assembly and Production Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Quality Inspection; Assembly Work; Packaging,SK094;SK092;SK093,K09,"Logistics, Manufacturing, and Operations",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Quality+Inspection,Quality Inspection; Assembly Work; Packaging,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-292,Practical Skills Certificate: Livestock Production,"Prototype curated learning resource for Livestock Production. Covers Livestock Production, Animal Care, Dairy Production Support and supports Kareerly skill-gap recommendations for Livestock and Animal Production. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,Livestock Production; Animal Care; Dairy Production Support,SK104;SK103;SK105,K10,"Agriculture, Forestry, Fishery, and Environmental Work",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Livestock+Production,Livestock Production; Animal Care; Dairy Production Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-293,Career Readiness Course: Contract Review Support,"Prototype curated learning resource for Contract Review Support. Covers Contract Review Support, Legal Documentation, Legal Research Support and supports Kareerly skill-gap recommendations for Legal Services. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Contract Review Support; Legal Documentation; Legal Research Support,SK116;SK114;SK115,K11,"Public Service, Legal, and Protective Services",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Contract Review Support; Legal Documentation; Legal Research Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-294,Certificate Pathway: JavaScript Framework,"Prototype curated learning resource for JavaScript Framework. Covers JavaScript Framework, Python Programming, JavaScript Programming and supports Kareerly skill-gap recommendations for Software and Applications. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,JavaScript Framework; Python Programming; JavaScript Programming,SK136;SK001;SK002,K01,"Technology, Data, and Digital Systems",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=JavaScript+Framework,JavaScript Framework; Python Programming; JavaScript Programming,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-295,Foundations Course: Office equipment,"Prototype curated learning resource for Office equipment. Covers Office equipment, Office Administration, Document Management and supports Kareerly skill-gap recommendations for Office Administration and Clerical Support. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Office equipment; Office Administration; Document Management,SK208;SK015;SK016,K02,"Business, Finance, and Office Administration",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Office+equipment,Office equipment; Office Administration; Document Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-296,Practical Skills Certificate: Services marketing,"Prototype curated learning resource for Services marketing. Covers Services marketing, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,Services marketing; Digital Marketing; Social Media Management,SK270;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",IBM SkillsBuild,Industry Vendor,85,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://skillsbuild.org/,Services marketing; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-297,Career Readiness Course: Interpret prescriptions,"Prototype curated learning resource for Interpret prescriptions. Covers Interpret prescriptions, Content Writing, Copywriting and supports Kareerly skill-gap recommendations for Writing, Journalism, and Language. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,4–6 weeks,Interpret prescriptions; Content Writing; Copywriting,SK324;SK034;SK035,K04,"Creative, Media, and Communications",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Interpret prescriptions; Content Writing; Copywriting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-298,Certificate Pathway: Library Assistance,"Prototype curated learning resource for Library Assistance. Covers Library Assistance, Records Organization, Collection management software and supports Kareerly skill-gap recommendations for Libraries, Archives, and Curatorial Work. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Library Assistance; Records Organization; Collection management software,SK055;SK054;SK388,K05,"Education, Training, and Community Services",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Library Assistance; Records Organization; Collection management software,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-299,Foundations Course: Elderly Care,"Prototype curated learning resource for Elderly Care. Covers Elderly Care, Caregiving, Basic Life Support and supports Kareerly skill-gap recommendations for Nursing, Midwifery, and Caregiving. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,Elderly Care; Caregiving; Basic Life Support,SK060;SK059;SK061,K06,"Healthcare, Caregiving, and Wellness",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Elderly+Care,Elderly Care; Caregiving; Basic Life Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-300,Practical Skills Certificate: Mechanical Maintenance,"Prototype curated learning resource for Mechanical Maintenance. Covers Mechanical Maintenance, Electrical Installation, Electronics Repair and supports Kareerly skill-gap recommendations for Electrical, Electronics, and Mechanical Trades. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 weeks,Mechanical Maintenance; Electrical Installation; Electronics Repair,SK074;SK073;SK075,K07,"Engineering, Construction, and Skilled Trades",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Mechanical+Maintenance,Mechanical Maintenance; Electrical Installation; Electronics Repair,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-301,Career Readiness Course: Reservation Management,"Prototype curated learning resource for Reservation Management. Covers Reservation Management, Tourism Assistance, Event Coordination and supports Kareerly skill-gap recommendations for Travel, Tourism, and Events. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Reservation Management; Tourism Assistance; Event Coordination,SK083;SK081;SK082,K08,"Hospitality, Tourism, Food, and Personal Services",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Reservation Management; Tourism Assistance; Event Coordination,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-302,Certificate Pathway: Driving Safety,"Prototype curated learning resource for Driving Safety. Covers Driving Safety, Delivery Coordination, Route Planning and supports Kareerly skill-gap recommendations for Transport, Driving, and Delivery. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Driving Safety; Delivery Coordination; Route Planning,SK096;SK095;SK097,K09,"Logistics, Manufacturing, and Operations",TESDA,Government,95,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://e-tesda.gov.ph/,Driving Safety; Delivery Coordination; Route Planning,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-303,Foundations Course: Dairy Production Support,"Prototype curated learning resource for Dairy Production Support. Covers Dairy Production Support, Animal Care, Livestock Production and supports Kareerly skill-gap recommendations for Livestock and Animal Production. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Dairy Production Support; Animal Care; Livestock Production,SK105;SK103;SK104,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Dairy+Production+Support,Dairy Production Support; Animal Care; Livestock Production,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-304,Practical Skills Certificate: Security Monitoring,"Prototype curated learning resource for Security Monitoring. Covers Security Monitoring, Emergency Response, Risk Reporting and supports Kareerly skill-gap recommendations for Protective and Security Services. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,Security Monitoring; Emergency Response; Risk Reporting,SK117;SK118;SK119,K11,"Public Service, Legal, and Protective Services",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Security+Monitoring,Security Monitoring; Emergency Response; Risk Reporting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-305,Career Readiness Course: Develop software prototype,"Prototype curated learning resource for Develop software prototype. Covers Develop software prototype, Python Programming, JavaScript Programming and supports Kareerly skill-gap recommendations for Software and Applications. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Develop software prototype; Python Programming; JavaScript Programming,SK137;SK001;SK002,K01,"Technology, Data, and Digital Systems",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Develop+software+prototype,Develop software prototype; Python Programming; JavaScript Programming,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-306,Certificate Pathway: ICT project management,"Prototype curated learning resource for ICT project management. Covers ICT project management, Project Coordination, Operations Support and supports Kareerly skill-gap recommendations for Management and Organizational Operations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,ICT project management; Project Coordination; Operations Support,SK210;SK021;SK022,K02,"Business, Finance, and Office Administration",UPOU MODeL,University,92,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://model.upou.edu.ph/,ICT project management; Project Coordination; Operations Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-307,Foundations Course: Plan marketing campaigns,"Prototype curated learning resource for Plan marketing campaigns. Covers Plan marketing campaigns, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Plan marketing campaigns; Digital Marketing; Social Media Management,SK271;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Plan+marketing+campaigns,Plan marketing campaigns; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-308,Practical Skills Certificate: Translate spoken language,"Prototype curated learning resource for Translate spoken language. Covers Translate spoken language, Content Writing, Copywriting and supports Kareerly skill-gap recommendations for Writing, Journalism, and Language. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,Translate spoken language; Content Writing; Copywriting,SK326;SK034;SK035,K04,"Creative, Media, and Communications",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Translate+spoken+language,Translate spoken language; Content Writing; Copywriting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-309,Career Readiness Course: Teach in academic or vocational contexts,"Prototype curated learning resource for Teach in academic or vocational contexts. Covers Teach in academic or vocational contexts, Lesson Planning, Classroom Management and supports Kareerly skill-gap recommendations for Teaching and Academic Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,4–6 weeks,Teach in academic or vocational contexts; Lesson Planning; Classroom Management,SK362;SK045;SK046,K05,"Education, Training, and Community Services",TESDA,Government,95,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://e-tesda.gov.ph/,Teach in academic or vocational contexts; Lesson Planning; Classroom Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-310,Certificate Pathway: Basic Life Support,"Prototype curated learning resource for Basic Life Support. Covers Basic Life Support, Caregiving, Elderly Care and supports Kareerly skill-gap recommendations for Nursing, Midwifery, and Caregiving. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Basic Life Support; Caregiving; Elderly Care,SK061;SK059;SK060,K06,"Healthcare, Caregiving, and Wellness",TESDA,Government,95,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://e-tesda.gov.ph/,Basic Life Support; Caregiving; Elderly Care,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-311,Foundations Course: Electronics Repair,"Prototype curated learning resource for Electronics Repair. Covers Electronics Repair, Electrical Installation, Mechanical Maintenance and supports Kareerly skill-gap recommendations for Electrical, Electronics, and Mechanical Trades. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,Electronics Repair; Electrical Installation; Mechanical Maintenance,SK075;SK073;SK074,K07,"Engineering, Construction, and Skilled Trades",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Electronics+Repair,Electronics Repair; Electrical Installation; Mechanical Maintenance,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-312,Practical Skills Certificate: Food Service,"Prototype curated learning resource for Food Service. Covers Food Service, Food Preparation, Food Safety and supports Kareerly skill-gap recommendations for Food Service and Culinary Work. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 weeks,Food Service; Food Preparation; Food Safety,SK084;SK085;SK086,K08,"Hospitality, Tourism, Food, and Personal Services",UPOU MODeL,University,92,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://model.upou.edu.ph/,Food Service; Food Preparation; Food Safety,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-313,Career Readiness Course: Route Planning,"Prototype curated learning resource for Route Planning. Covers Route Planning, Delivery Coordination, Driving Safety and supports Kareerly skill-gap recommendations for Transport, Driving, and Delivery. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Route Planning; Delivery Coordination; Driving Safety,SK097;SK095;SK096,K09,"Logistics, Manufacturing, and Operations",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Route Planning; Delivery Coordination; Driving Safety,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
